transaction_id,date,part_sku,quantity_sold,location_id,quantity_in_hand,gst_rate,is_holiday,is_event,unit_price_after_gst,unit_cost,total_sales,quantity_in_hand_after_sales
TXN_20221006_2427,06-10-2022 08:47,SKU_BRK_001,2,LOC_002,31,0.28,FALSE,FALSE,1281,840,2562,29
TXN_20221006_2428,06-10-2022 10:09,SKU_WPR_001,1,LOC_004,27,0.18,FALSE,FALSE,402,282,402,26
TXN_20221006_2429,06-10-2022 10:27,SKU_ENG_001,1,LOC_004,190,0.18,FALSE,FALSE,274,183,274,189
TXN_20221006_2430,06-10-2022 10:36,SKU_CLG_001,1,LOC_004,57,0.18,FALSE,FALSE,651,481,651,56
TXN_20221006_2431,06-10-2022 10:38,SKU_ENG_001,2,LOC_002,149,0.18,FALSE,FALSE,264,183,528,147
TXN_20221006_2432,06-10-2022 11:02,SKU_WPR_001,1,LOC_004,26,0.18,FALSE,FALSE,394,282,394,25
TXN_20221006_2433,06-10-2022 11:27,SKU_BRK_001,1,LOC_002,28,0.28,FALSE,FALSE,1135,840,1135,27
TXN_20221006_2434,06-10-2022 11:34,SKU_WPR_001,1,LOC_002,173,0.18,FALSE,FALSE,400,282,400,172
TXN_20221006_2435,06-10-2022 11:34,SKU_BRK_001,1,LOC_002,29,0.28,FALSE,FALSE,1228,840,1228,28
TXN_20221006_2436,06-10-2022 11:58,SKU_ELC_002,1,LOC_001,113,0.18,FALSE,FALSE,796,540,796,112
TXN_20221006_2437,06-10-2022 12:11,SKU_ENG_001,2,LOC_001,95,0.18,FALSE,FALSE,245,183,490,93
TXN_20221006_2438,06-10-2022 14:30,SKU_ENG_001,1,LOC_002,150,0.18,FALSE,FALSE,280,183,280,149
TXN_20221006_2439,06-10-2022 14:53,SKU_ENG_001,1,LOC_004,188,0.18,FALSE,FALSE,275,183,275,187
TXN_20221006_2440,06-10-2022 19:13,SKU_WPR_001,1,LOC_001,115,0.18,FALSE,FALSE,415,282,415,114
TXN_20221006_2441,06-10-2022 19:44,SKU_ENG_001,1,LOC_001,97,0.18,FALSE,FALSE,251,183,251,96
TXN_20221007_2442,07-10-2022 09:56,SKU_ELC_002,1,LOC_001,111,0.18,FALSE,FALSE,722,540,722,110
TXN_20221007_2443,07-10-2022 10:25,SKU_ELC_001,1,LOC_001,103,0.28,FALSE,FALSE,4585,3392,4585,102
TXN_20221007_2444,07-10-2022 14:19,SKU_ENG_001,1,LOC_002,146,0.18,FALSE,FALSE,264,183,264,145
TXN_20221007_2445,07-10-2022 16:13,SKU_ENG_001,1,LOC_002,147,0.18,FALSE,FALSE,265,183,265,146
TXN_20221007_2446,07-10-2022 16:15,SKU_ENG_002,1,LOC_001,184,0.18,FALSE,FALSE,503,329,503,183
TXN_20221007_2447,07-10-2022 16:53,SKU_ENG_001,1,LOC_001,93,0.18,FALSE,FALSE,246,183,246,92
TXN_20221007_2448,07-10-2022 17:07,SKU_ELC_001,2,LOC_002,186,0.28,FALSE,FALSE,4991,3392,9982,184
TXN_20221007_2449,07-10-2022 17:28,SKU_ELC_002,1,LOC_001,109,0.18,FALSE,FALSE,753,540,753,108
TXN_20221007_2450,07-10-2022 17:58,SKU_ELC_001,1,LOC_004,291,0.28,FALSE,FALSE,5182,3392,5182,290
TXN_20221007_2451,07-10-2022 20:48,SKU_ENG_001,1,LOC_001,91,0.18,FALSE,FALSE,248,183,248,90
TXN_20221008_2452,08-10-2022 08:03,SKU_WPR_001,1,LOC_002,171,0.18,FALSE,FALSE,412,282,412,170
TXN_20221008_2453,08-10-2022 10:06,SKU_ENG_001,1,LOC_004,187,0.18,FALSE,FALSE,267,183,267,186
TXN_20221008_2454,08-10-2022 10:32,SKU_ENG_001,1,LOC_003,47,0.18,FALSE,FALSE,251,183,251,46
TXN_20221008_2455,08-10-2022 12:49,SKU_ELC_001,1,LOC_001,102,0.28,FALSE,FALSE,4879,3392,4879,101
TXN_20221008_2456,08-10-2022 16:59,SKU_ELC_002,1,LOC_004,23,0.18,FALSE,FALSE,809,540,809,22
TXN_20221008_2457,08-10-2022 17:57,SKU_CLG_001,1,LOC_001,93,0.18,FALSE,FALSE,680,481,680,92
TXN_20221009_2458,09-10-2022 09:21,SKU_ELC_001,1,LOC_001,100,0.28,FALSE,FALSE,4761,3392,4761,99
TXN_20221009_2459,09-10-2022 12:16,SKU_ELC_001,1,LOC_005,142,0.28,FALSE,FALSE,4927,3392,4927,141
TXN_20221009_2460,09-10-2022 12:28,SKU_WPR_001,1,LOC_001,110,0.18,FALSE,FALSE,398,282,398,109
TXN_20221009_2461,09-10-2022 12:43,SKU_CLT_001,1,LOC_004,110,0.28,FALSE,FALSE,6884,4830,6884,109
TXN_20221009_2462,09-10-2022 20:45,SKU_ELC_001,1,LOC_001,101,0.28,FALSE,FALSE,4664,3392,4664,100
TXN_20221010_2463,10-10-2022 09:21,SKU_BRK_001,1,LOC_001,203,0.28,FALSE,FALSE,1139,840,1139,202
TXN_20221010_2464,10-10-2022 11:15,SKU_ENG_001,1,LOC_001,84,0.18,FALSE,FALSE,259,183,259,83
TXN_20221010_2465,10-10-2022 12:49,SKU_BRK_001,1,LOC_003,55,0.28,FALSE,FALSE,1284,840,1284,54
TXN_20221010_2466,10-10-2022 13:26,SKU_WPR_001,1,LOC_001,109,0.18,FALSE,FALSE,398,282,398,108
TXN_20221010_2467,10-10-2022 13:36,SKU_ELC_001,1,LOC_001,95,0.28,FALSE,FALSE,5058,3392,5058,94
TXN_20221010_2468,10-10-2022 13:44,SKU_ELC_001,3,LOC_001,98,0.28,FALSE,FALSE,5214,3392,15642,95
TXN_20221010_2469,10-10-2022 14:15,SKU_SUS_001,1,LOC_001,117,0.28,FALSE,FALSE,5799,3920,5799,116
TXN_20221010_2470,10-10-2022 14:50,SKU_CLG_001,1,LOC_003,187,0.18,FALSE,FALSE,660,481,660,186
TXN_20221010_2471,10-10-2022 15:41,SKU_ELC_001,1,LOC_001,94,0.28,FALSE,FALSE,5088,3392,5088,93
TXN_20221010_2472,10-10-2022 17:57,SKU_ELC_002,1,LOC_001,108,0.18,FALSE,FALSE,731,540,731,107
TXN_20221011_2473,11-10-2022 10:46,SKU_ELC_002,1,LOC_002,265,0.18,FALSE,FALSE,824,540,824,264
TXN_20221011_2474,11-10-2022 11:24,SKU_WPR_001,1,LOC_001,108,0.18,FALSE,FALSE,394,282,394,107
TXN_20221011_2475,11-10-2022 12:16,SKU_ENG_002,2,LOC_003,161,0.18,FALSE,FALSE,439,329,878,159
TXN_20221011_2476,11-10-2022 12:22,SKU_ELC_001,1,LOC_005,140,0.28,FALSE,FALSE,4900,3392,4900,139
TXN_20221011_2477,11-10-2022 12:57,SKU_ELC_002,1,LOC_003,115,0.18,FALSE,FALSE,825,540,825,114
TXN_20221011_2478,11-10-2022 15:02,SKU_ELC_001,1,LOC_002,183,0.28,FALSE,FALSE,4769,3392,4769,182
TXN_20221011_2479,11-10-2022 15:04,SKU_BRK_001,1,LOC_001,202,0.28,FALSE,FALSE,1270,840,1270,201
TXN_20221011_2480,11-10-2022 16:22,SKU_ELC_001,1,LOC_001,93,0.28,FALSE,FALSE,4809,3392,4809,92
TXN_20221011_2481,11-10-2022 19:46,SKU_BRK_001,1,LOC_003,54,0.28,FALSE,FALSE,1203,840,1203,53
TXN_20221011_2482,11-10-2022 20:05,SKU_ENG_001,2,LOC_003,46,0.18,FALSE,FALSE,280,183,560,44
TXN_20221012_2483,12-10-2022 11:15,SKU_ELC_002,1,LOC_001,106,0.18,FALSE,FALSE,796,540,796,105
TXN_20221012_2484,12-10-2022 12:13,SKU_ENG_001,1,LOC_002,139,0.18,FALSE,FALSE,273,183,273,138
TXN_20221012_2485,12-10-2022 12:41,SKU_ENG_002,1,LOC_001,183,0.18,FALSE,FALSE,467,329,467,182
TXN_20221012_2486,12-10-2022 13:04,SKU_BRK_001,2,LOC_004,231,0.28,FALSE,FALSE,1229,840,2458,229
TXN_20221012_2487,12-10-2022 13:19,SKU_BRK_001,1,LOC_004,232,0.28,FALSE,FALSE,1168,840,1168,231
TXN_20221012_2488,12-10-2022 13:49,SKU_ENG_002,2,LOC_004,37,0.18,FALSE,FALSE,463,329,926,35
TXN_20221012_2489,12-10-2022 14:58,SKU_BRK_002,1,LOC_005,69,0.28,FALSE,FALSE,3385,2376,3385,68
TXN_20221012_2490,12-10-2022 17:44,SKU_SUS_001,2,LOC_001,115,0.28,FALSE,FALSE,5536,3920,11072,113
TXN_20221013_2491,13-10-2022 09:16,SKU_BRK_001,1,LOC_001,197,0.28,FALSE,FALSE,1231,840,1231,196
TXN_20221013_2492,13-10-2022 09:33,SKU_BRK_001,1,LOC_003,50,0.28,FALSE,FALSE,1259,840,1259,49
TXN_20221013_2493,13-10-2022 10:15,SKU_BRK_001,1,LOC_003,51,0.28,FALSE,FALSE,1184,840,1184,50
TXN_20221013_2494,13-10-2022 10:34,SKU_ENG_001,1,LOC_002,137,0.18,FALSE,FALSE,262,183,262,136
TXN_20221013_2495,13-10-2022 11:07,SKU_ELC_002,1,LOC_001,104,0.18,FALSE,FALSE,785,540,785,103
TXN_20221013_2496,13-10-2022 11:25,SKU_ENG_002,2,LOC_003,158,0.18,FALSE,FALSE,489,329,978,156
TXN_20221013_2497,13-10-2022 11:42,SKU_ELC_002,1,LOC_001,103,0.18,FALSE,FALSE,775,540,775,102
TXN_20221013_2498,13-10-2022 12:51,SKU_ENG_002,1,LOC_004,35,0.18,FALSE,FALSE,459,329,459,34
TXN_20221013_2499,13-10-2022 13:52,SKU_BRK_001,1,LOC_005,122,0.28,FALSE,FALSE,1194,840,1194,121
TXN_20221013_2500,13-10-2022 14:17,SKU_BRK_001,2,LOC_002,226,0.28,FALSE,FALSE,1237,840,2474,224
TXN_20221013_2501,13-10-2022 15:03,SKU_ENG_001,1,LOC_005,113,0.18,FALSE,FALSE,258,183,258,112
TXN_20221013_2502,13-10-2022 15:16,SKU_ENG_001,1,LOC_003,44,0.18,FALSE,FALSE,272,183,272,43
TXN_20221013_2503,13-10-2022 16:46,SKU_ELC_001,1,LOC_001,92,0.28,FALSE,FALSE,5012,3392,5012,91
TXN_20221014_2504,14-10-2022 09:51,SKU_ELC_002,2,LOC_004,22,0.18,FALSE,FALSE,779,540,1558,20
TXN_20221014_2505,14-10-2022 09:54,SKU_CLG_001,1,LOC_002,109,0.18,FALSE,FALSE,683,481,683,108
TXN_20221014_2506,14-10-2022 10:44,SKU_ENG_001,1,LOC_004,181,0.18,FALSE,FALSE,253,183,253,180
TXN_20221014_2507,14-10-2022 11:19,SKU_WPR_001,1,LOC_003,178,0.18,FALSE,FALSE,379,282,379,177
TXN_20221014_2508,14-10-2022 13:45,SKU_BRK_001,1,LOC_002,223,0.28,FALSE,FALSE,1126,840,1126,222
TXN_20221014_2509,14-10-2022 14:59,SKU_ELC_001,1,LOC_003,30,0.28,FALSE,FALSE,5161,3392,5161,29
TXN_20221014_2510,14-10-2022 15:21,SKU_BRK_001,1,LOC_001,193,0.28,FALSE,FALSE,1174,840,1174,192
TXN_20221014_2511,14-10-2022 16:01,SKU_ELC_002,1,LOC_001,98,0.18,FALSE,FALSE,725,540,725,97
TXN_20221014_2512,14-10-2022 16:28,SKU_ENG_002,1,LOC_003,156,0.18,FALSE,FALSE,465,329,465,155
TXN_20221014_2513,14-10-2022 16:30,SKU_BRK_001,2,LOC_001,195,0.28,FALSE,FALSE,1184,840,2368,193
TXN_20221014_2514,14-10-2022 17:32,SKU_ELC_002,1,LOC_001,99,0.18,FALSE,FALSE,792,540,792,98
TXN_20221014_2515,14-10-2022 17:56,SKU_ELC_002,1,LOC_001,97,0.18,FALSE,FALSE,759,540,759,96
TXN_20221014_2516,14-10-2022 17:57,SKU_WPR_001,1,LOC_003,180,0.18,FALSE,FALSE,388,282,388,179
TXN_20221015_2517,15-10-2022 10:05,SKU_WPR_001,1,LOC_003,177,0.18,FALSE,FALSE,393,282,393,176
TXN_20221015_2518,15-10-2022 10:09,SKU_BRK_001,1,LOC_002,222,0.28,FALSE,FALSE,1236,840,1236,221
TXN_20221015_2519,15-10-2022 13:54,SKU_ELC_001,1,LOC_001,91,0.28,FALSE,FALSE,5151,3392,5151,90
TXN_20221015_2520,15-10-2022 14:39,SKU_ENG_002,1,LOC_003,154,0.18,FALSE,FALSE,484,329,484,153
TXN_20221015_2521,15-10-2022 15:19,SKU_ENG_002,1,LOC_003,155,0.18,FALSE,FALSE,469,329,469,154
TXN_20221015_2522,15-10-2022 17:19,SKU_SUS_001,1,LOC_001,113,0.28,FALSE,FALSE,5344,3920,5344,112
TXN_20221015_2523,15-10-2022 17:41,SKU_ELC_002,3,LOC_001,96,0.18,FALSE,FALSE,770,540,2310,93
TXN_20221015_2524,15-10-2022 17:47,SKU_WPR_001,2,LOC_001,106,0.18,FALSE,FALSE,407,282,814,104
TXN_20221016_2525,16-10-2022 16:03,SKU_WPR_001,1,LOC_002,165,0.18,FALSE,FALSE,396,282,396,164
TXN_20221017_2526,17-10-2022 08:06,SKU_ELC_001,1,LOC_002,177,0.28,FALSE,FALSE,4715,3392,4715,176
TXN_20221017_2527,17-10-2022 09:27,SKU_ELC_002,1,LOC_001,93,0.18,FALSE,FALSE,741,540,741,92
TXN_20221017_2528,17-10-2022 11:16,SKU_ENG_002,1,LOC_001,179,0.18,FALSE,FALSE,448,329,448,178
TXN_20221017_2529,17-10-2022 12:36,SKU_ENG_001,1,LOC_002,134,0.18,FALSE,FALSE,274,183,274,133
TXN_20221017_2530,17-10-2022 20:47,SKU_ENG_002,1,LOC_002,187,0.18,FALSE,FALSE,482,329,482,186
TXN_20221018_2531,18-10-2022 11:05,SKU_BRK_001,1,LOC_001,189,0.28,FALSE,FALSE,1154,840,1154,188
TXN_20221018_2532,18-10-2022 11:24,SKU_ENG_001,2,LOC_002,131,0.18,FALSE,FALSE,268,183,536,129
TXN_20221018_2533,18-10-2022 11:25,SKU_ENG_002,1,LOC_001,177,0.18,FALSE,FALSE,448,329,448,176
TXN_20221018_2534,18-10-2022 11:52,SKU_ENG_001,1,LOC_003,41,0.18,FALSE,FALSE,250,183,250,40
TXN_20221018_2535,18-10-2022 12:04,SKU_ENG_002,1,LOC_001,176,0.18,FALSE,FALSE,457,329,457,175
TXN_20221018_2536,18-10-2022 12:23,SKU_BRK_001,1,LOC_004,229,0.28,FALSE,FALSE,1231,840,1231,228
TXN_20221018_2537,18-10-2022 12:25,SKU_ENG_001,1,LOC_001,63,0.18,FALSE,FALSE,269,183,269,62
TXN_20221018_2538,18-10-2022 12:43,SKU_WPR_001,1,LOC_001,101,0.18,FALSE,FALSE,422,282,422,100
TXN_20221018_2539,18-10-2022 12:44,SKU_WPR_001,1,LOC_003,176,0.18,FALSE,FALSE,379,282,379,175
TXN_20221018_2540,18-10-2022 13:05,SKU_ENG_001,2,LOC_003,40,0.18,FALSE,FALSE,264,183,528,38
TXN_20221018_2541,18-10-2022 14:54,SKU_ELC_002,2,LOC_004,219,0.18,FALSE,FALSE,814,540,1628,217
TXN_20221018_2542,18-10-2022 14:54,SKU_ELC_001,1,LOC_001,88,0.28,FALSE,FALSE,4855,3392,4855,87
TXN_20221019_2543,19-10-2022 11:02,SKU_ENG_001,1,LOC_001,62,0.18,FALSE,FALSE,268,183,268,61
TXN_20221019_2544,19-10-2022 11:57,SKU_BRK_001,1,LOC_002,219,0.28,FALSE,FALSE,1207,840,1207,218
TXN_20221019_2545,19-10-2022 12:04,SKU_BRK_001,1,LOC_002,217,0.28,FALSE,FALSE,1206,840,1206,216
TXN_20221019_2546,19-10-2022 12:06,SKU_WPR_001,1,LOC_001,98,0.18,FALSE,FALSE,432,282,432,97
TXN_20221019_2547,19-10-2022 12:06,SKU_ENG_001,1,LOC_003,36,0.18,FALSE,FALSE,279,183,279,35
TXN_20221019_2548,19-10-2022 12:37,SKU_ENG_001,1,LOC_004,179,0.18,FALSE,FALSE,268,183,268,178
TXN_20221019_2549,19-10-2022 12:43,SKU_ENG_001,1,LOC_001,61,0.18,FALSE,FALSE,246,183,246,60
TXN_20221019_2550,19-10-2022 14:14,SKU_BRK_001,1,LOC_001,185,0.28,FALSE,FALSE,1184,840,1184,184
TXN_20221019_2551,19-10-2022 14:44,SKU_BRK_001,1,LOC_001,180,0.28,FALSE,FALSE,1254,840,1254,179
TXN_20221019_2552,19-10-2022 15:51,SKU_ENG_002,1,LOC_002,185,0.18,FALSE,FALSE,486,329,486,184
TXN_20221019_2553,19-10-2022 16:44,SKU_WPR_001,1,LOC_002,164,0.18,FALSE,FALSE,431,282,431,163
TXN_20221019_2554,19-10-2022 17:03,SKU_ELC_001,1,LOC_002,175,0.28,FALSE,FALSE,4885,3392,4885,174
TXN_20221019_2555,19-10-2022 18:07,SKU_WPR_001,1,LOC_002,163,0.18,FALSE,FALSE,382,282,382,162
TXN_20221019_2556,19-10-2022 19:54,SKU_ENG_002,1,LOC_002,186,0.18,FALSE,FALSE,500,329,500,185
TXN_20221020_2557,20-10-2022 08:08,SKU_ENG_002,2,LOC_004,29,0.18,FALSE,FALSE,477,329,954,27
TXN_20221020_2558,20-10-2022 10:08,SKU_WPR_001,1,LOC_001,95,0.18,FALSE,FALSE,418,282,418,94
TXN_20221020_2559,20-10-2022 11:11,SKU_WPR_001,2,LOC_004,21,0.18,FALSE,FALSE,376,282,752,19
TXN_20221020_2560,20-10-2022 11:40,SKU_BRK_001,2,LOC_004,228,0.28,FALSE,FALSE,1274,840,2548,226
TXN_20221020_2561,20-10-2022 12:31,SKU_BRK_001,1,LOC_002,216,0.28,FALSE,FALSE,1151,840,1151,215
TXN_20221020_2562,20-10-2022 14:41,SKU_CLG_001,1,LOC_004,54,0.18,FALSE,FALSE,698,481,698,53
TXN_20221020_2563,20-10-2022 14:43,SKU_ELC_002,1,LOC_003,111,0.18,FALSE,FALSE,720,540,720,110
TXN_20221020_2564,20-10-2022 15:55,SKU_ELC_002,1,LOC_003,110,0.18,FALSE,FALSE,786,540,786,109
TXN_20221020_2565,20-10-2022 16:18,SKU_ELC_001,1,LOC_001,84,0.28,FALSE,FALSE,5015,3392,5015,83
TXN_20221020_2566,20-10-2022 17:47,SKU_ENG_001,2,LOC_005,110,0.18,FALSE,FALSE,263,183,526,108
TXN_20221020_2567,20-10-2022 17:55,SKU_SUS_001,1,LOC_002,132,0.28,FALSE,FALSE,5415,3920,5415,131
TXN_20221020_2568,20-10-2022 18:38,SKU_ENG_001,1,LOC_001,60,0.18,FALSE,FALSE,253,183,253,59
TXN_20221020_2569,20-10-2022 18:43,SKU_ELC_001,2,LOC_001,86,0.28,FALSE,FALSE,4786,3392,9572,84
TXN_20221020_2570,20-10-2022 18:47,SKU_ENG_002,1,LOC_004,30,0.18,FALSE,FALSE,485,329,485,29
TXN_20221021_2571,21-10-2022 10:05,SKU_ENG_001,1,LOC_003,31,0.18,FALSE,FALSE,261,183,261,30
TXN_20221021_2572,21-10-2022 11:16,SKU_BRK_001,2,LOC_005,121,0.28,FALSE,FALSE,1269,840,2538,119
TXN_20221021_2573,21-10-2022 12:58,SKU_BRK_001,1,LOC_003,47,0.28,FALSE,FALSE,1264,840,1264,46
TXN_20221021_2574,21-10-2022 14:52,SKU_CLG_001,3,LOC_003,182,0.18,FALSE,FALSE,687,481,2061,179
TXN_20221021_2575,21-10-2022 16:01,SKU_BRK_001,1,LOC_001,178,0.28,FALSE,FALSE,1128,840,1128,177
TXN_20221021_2576,21-10-2022 16:49,SKU_WPR_001,2,LOC_002,159,0.18,FALSE,FALSE,394,282,788,157
TXN_20221021_2577,21-10-2022 18:35,SKU_CLG_001,1,LOC_003,179,0.18,FALSE,FALSE,707,481,707,178
TXN_20221021_2578,21-10-2022 18:52,SKU_BRK_001,1,LOC_001,179,0.28,FALSE,FALSE,1173,840,1173,178
TXN_20221021_2579,21-10-2022 19:30,SKU_ENG_002,1,LOC_002,184,0.18,FALSE,FALSE,486,329,486,183
TXN_20221022_2580,22-10-2022 08:10,SKU_ENG_001,1,LOC_002,123,0.18,FALSE,FALSE,273,183,273,122
TXN_20221022_2581,22-10-2022 08:17,SKU_BRK_001,1,LOC_004,226,0.28,FALSE,FALSE,1143,840,1143,225
TXN_20221022_2582,22-10-2022 09:59,SKU_WPR_001,1,LOC_001,91,0.18,FALSE,FALSE,403,282,403,90
TXN_20221022_2583,22-10-2022 10:05,SKU_ENG_001,3,LOC_003,29,0.18,FALSE,FALSE,279,183,837,26
TXN_20221022_2584,22-10-2022 10:22,SKU_WPR_001,1,LOC_003,173,0.18,FALSE,FALSE,413,282,413,172
TXN_20221022_2585,22-10-2022 10:47,SKU_ENG_001,1,LOC_004,175,0.18,FALSE,FALSE,279,183,279,174
TXN_20221022_2586,22-10-2022 12:54,SKU_CLG_001,1,LOC_002,105,0.18,FALSE,FALSE,662,481,662,104
TXN_20221022_2587,22-10-2022 14:25,SKU_ENG_002,1,LOC_001,172,0.18,FALSE,FALSE,452,329,452,171
TXN_20221022_2588,22-10-2022 15:25,SKU_ELC_002,2,LOC_001,89,0.18,FALSE,FALSE,759,540,1518,87
TXN_20221022_2589,22-10-2022 15:44,SKU_ENG_001,1,LOC_004,176,0.18,FALSE,FALSE,279,183,279,175
TXN_20221022_2590,22-10-2022 17:58,SKU_ENG_001,1,LOC_002,122,0.18,FALSE,FALSE,252,183,252,121
TXN_20221022_2591,22-10-2022 19:10,SKU_BRK_001,1,LOC_003,46,0.28,FALSE,FALSE,1235,840,1235,45
TXN_20221023_2592,23-10-2022 12:02,SKU_BRK_001,1,LOC_001,176,0.28,FALSE,FALSE,1144,840,1144,175
TXN_20221025_2593,25-10-2022 09:39,SKU_BRK_001,3,LOC_001,174,0.28,FALSE,FALSE,1277,840,3831,171
TXN_20221025_2594,25-10-2022 10:12,SKU_CLG_001,1,LOC_003,178,0.18,FALSE,FALSE,718,481,718,177
TXN_20221025_2595,25-10-2022 10:22,SKU_CLG_001,3,LOC_004,53,0.18,FALSE,FALSE,731,481,2193,50
TXN_20221025_2596,25-10-2022 11:00,SKU_CLG_001,3,LOC_001,88,0.18,FALSE,FALSE,727,481,2181,85
TXN_20221025_2597,25-10-2022 11:15,SKU_ELC_002,1,LOC_002,259,0.18,FALSE,FALSE,727,540,727,258
TXN_20221025_2598,25-10-2022 11:46,SKU_BRK_001,1,LOC_004,222,0.28,FALSE,FALSE,1258,840,1258,221
TXN_20221025_2599,25-10-2022 12:10,SKU_WPR_001,1,LOC_001,90,0.18,FALSE,FALSE,394,282,394,89
TXN_20221025_2600,25-10-2022 12:16,SKU_ENG_002,1,LOC_003,144,0.18,FALSE,FALSE,475,329,475,143
TXN_20221025_2601,25-10-2022 12:28,SKU_ENG_001,2,LOC_002,121,0.18,FALSE,FALSE,264,183,528,119
TXN_20221025_2602,25-10-2022 12:48,SKU_ENG_002,1,LOC_002,181,0.18,FALSE,FALSE,446,329,446,180
TXN_20221025_2603,25-10-2022 13:34,SKU_ELC_002,1,LOC_001,83,0.18,FALSE,FALSE,740,540,740,82
TXN_20221025_2604,25-10-2022 13:44,SKU_ELC_002,1,LOC_003,109,0.18,FALSE,FALSE,826,540,826,108
TXN_20221025_2605,25-10-2022 14:28,SKU_ENG_001,1,LOC_001,52,0.18,FALSE,FALSE,247,183,247,51
TXN_20221025_2606,25-10-2022 14:40,SKU_ENG_001,1,LOC_003,325,0.18,FALSE,FALSE,258,183,258,324
TXN_20221025_2607,25-10-2022 15:34,SKU_ENG_002,1,LOC_001,169,0.18,FALSE,FALSE,454,329,454,168
TXN_20221025_2608,25-10-2022 17:43,SKU_ENG_002,1,LOC_001,170,0.18,FALSE,FALSE,497,329,497,169
TXN_20221025_2609,25-10-2022 18:21,SKU_BRK_001,1,LOC_001,175,0.28,FALSE,FALSE,1283,840,1283,174
TXN_20221025_2610,25-10-2022 19:13,SKU_ELC_002,1,LOC_002,260,0.18,FALSE,FALSE,791,540,791,259
TXN_20221025_2611,25-10-2022 20:43,SKU_ENG_001,2,LOC_002,119,0.18,FALSE,FALSE,256,183,512,117
TXN_20221026_2612,26-10-2022 09:33,SKU_CLG_001,1,LOC_002,103,0.18,FALSE,FALSE,646,481,646,102
TXN_20221026_2613,26-10-2022 14:43,SKU_ENG_002,1,LOC_003,143,0.18,FALSE,FALSE,455,329,455,142
TXN_20221026_2614,26-10-2022 18:00,SKU_BRK_001,1,LOC_003,43,0.28,FALSE,FALSE,1152,840,1152,42
TXN_20221026_2615,26-10-2022 18:17,SKU_ELC_001,2,LOC_003,27,0.28,FALSE,FALSE,4644,3392,9288,25
TXN_20221026_2616,26-10-2022 18:22,SKU_ELC_001,3,LOC_001,80,0.28,FALSE,FALSE,4584,3392,13752,77
TXN_20221026_2617,26-10-2022 18:36,SKU_ELC_001,1,LOC_002,172,0.28,FALSE,FALSE,5090,3392,5090,171
TXN_20221026_2618,26-10-2022 19:15,SKU_ENG_001,1,LOC_001,50,0.18,FALSE,FALSE,270,183,270,49
TXN_20221026_2619,26-10-2022 19:52,SKU_BRK_001,1,LOC_004,221,0.28,FALSE,FALSE,1171,840,1171,220
TXN_20221027_2620,27-10-2022 10:29,SKU_ENG_002,1,LOC_003,142,0.18,FALSE,FALSE,499,329,499,141
TXN_20221027_2621,27-10-2022 10:40,SKU_BRK_001,1,LOC_003,41,0.28,FALSE,FALSE,1289,840,1289,40
TXN_20221027_2622,27-10-2022 11:27,SKU_WPR_001,1,LOC_003,172,0.18,FALSE,FALSE,392,282,392,171
TXN_20221027_2623,27-10-2022 13:07,SKU_BRK_001,2,LOC_004,220,0.28,FALSE,FALSE,1230,840,2460,218
TXN_20221027_2624,27-10-2022 19:15,SKU_CLG_001,1,LOC_002,102,0.18,FALSE,FALSE,660,481,660,101
TXN_20221028_2625,28-10-2022 08:06,SKU_ENG_001,1,LOC_003,321,0.18,FALSE,FALSE,274,183,274,320
TXN_20221028_2626,28-10-2022 09:34,SKU_BRK_001,1,LOC_001,166,0.28,FALSE,FALSE,1156,840,1156,165
TXN_20221028_2627,28-10-2022 10:14,SKU_BRK_001,2,LOC_001,169,0.28,FALSE,FALSE,1122,840,2244,167
TXN_20221028_2628,28-10-2022 10:20,SKU_BRK_001,1,LOC_001,167,0.28,FALSE,FALSE,1245,840,1245,166
TXN_20221028_2629,28-10-2022 11:26,SKU_BRK_001,1,LOC_001,164,0.28,FALSE,FALSE,1262,840,1262,163
TXN_20221028_2630,28-10-2022 12:03,SKU_ELC_002,1,LOC_001,79,0.18,FALSE,FALSE,809,540,809,78
TXN_20221028_2631,28-10-2022 12:03,SKU_ELC_001,3,LOC_001,77,0.28,FALSE,FALSE,5022,3392,15066,74
TXN_20221028_2632,28-10-2022 12:40,SKU_BRK_001,1,LOC_002,211,0.28,FALSE,FALSE,1171,840,1171,210
TXN_20221028_2633,28-10-2022 16:53,SKU_ELC_002,1,LOC_003,107,0.18,FALSE,FALSE,731,540,731,106
TXN_20221028_2634,28-10-2022 17:24,SKU_ENG_002,1,LOC_003,140,0.18,FALSE,FALSE,482,329,482,139
TXN_20221029_2635,29-10-2022 10:31,SKU_BRK_001,1,LOC_001,161,0.28,FALSE,FALSE,1140,840,1140,160
TXN_20221029_2636,29-10-2022 10:54,SKU_CLG_001,1,LOC_003,177,0.18,FALSE,FALSE,716,481,716,176
TXN_20221029_2637,29-10-2022 11:43,SKU_ELC_002,1,LOC_001,76,0.18,FALSE,FALSE,757,540,757,75
TXN_20221029_2638,29-10-2022 11:52,SKU_ELC_002,1,LOC_001,78,0.18,FALSE,FALSE,774,540,774,77
TXN_20221029_2639,29-10-2022 12:01,SKU_ENG_002,1,LOC_002,177,0.18,FALSE,FALSE,489,329,489,176
TXN_20221029_2640,29-10-2022 12:10,SKU_BRK_001,1,LOC_003,40,0.28,FALSE,FALSE,1256,840,1256,39
