part_sku,location_id,date,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,reorder_quantity,last_replenishment_date,days_since_replenishment
SKU_ELC_001,LOC_003,25-04-2022,145,11,134,25,242,24-04-2022,1
SKU_ELC_001,LOC_004,25-04-2022,87,7,80,25,152,03-04-2022,22
SKU_ELC_001,LOC_005,25-04-2022,167,16,151,25,280,29-03-2022,27
SKU_ELC_002,LOC_001,25-04-2022,86,5,81,24,128,24-04-2022,1
SKU_ELC_002,LOC_002,25-04-2022,73,5,68,24,204,09-04-2022,16
SKU_ELC_002,LOC_003,25-04-2022,72,6,66,24,233,21-04-2022,4
SKU_ELC_002,LOC_004,25-04-2022,97,11,86,24,242,21-04-2022,4
SKU_ELC_002,LOC_005,25-04-2022,166,10,156,24,289,14-04-2022,11
SKU_CLG_001,LOC_001,25-04-2022,214,11,203,20,148,31-03-2022,25
SKU_CLG_001,LOC_002,25-04-2022,81,8,73,20,148,19-04-2022,6
SKU_CLG_001,LOC_003,25-04-2022,90,11,79,20,152,28-03-2022,28
SKU_CLG_001,LOC_004,25-04-2022,135,16,119,20,128,06-04-2022,19
SKU_CLG_001,LOC_005,25-04-2022,152,12,140,20,281,11-04-2022,14
SKU_WPR_001,LOC_001,25-04-2022,63,6,57,16,229,10-04-2022,15
SKU_WPR_001,LOC_002,25-04-2022,78,5,73,16,168,02-04-2022,23
SKU_WPR_001,LOC_003,25-04-2022,101,10,91,16,198,04-04-2022,21
SKU_WPR_001,LOC_004,25-04-2022,158,17,141,16,232,20-04-2022,5
SKU_WPR_001,LOC_005,25-04-2022,186,27,159,16,265,12-04-2022,13
SKU_CLT_001,LOC_001,25-04-2022,114,8,106,3,102,31-03-2022,25
SKU_CLT_001,LOC_002,25-04-2022,90,11,79,3,104,24-04-2022,1
SKU_CLT_001,LOC_003,25-04-2022,155,19,136,3,59,17-04-2022,8
SKU_CLT_001,LOC_004,25-04-2022,138,7,131,3,55,07-04-2022,18
SKU_CLT_001,LOC_005,25-04-2022,100,14,86,3,129,08-04-2022,17
SKU_BRK_001,LOC_001,02-05-2022,23,1,22,26,268,01-05-2022,1
SKU_BRK_001,LOC_002,02-05-2022,47,5,42,26,167,25-04-2022,7
SKU_BRK_001,LOC_003,02-05-2022,101,11,90,26,194,12-04-2022,20
SKU_BRK_001,LOC_004,02-05-2022,83,8,75,26,216,08-04-2022,24
SKU_BRK_001,LOC_005,02-05-2022,200,19,181,26,183,25-04-2022,7
SKU_BRK_002,LOC_001,02-05-2022,103,9,94,7,109,26-04-2022,6
SKU_BRK_002,LOC_002,02-05-2022,99,12,87,7,61,29-04-2022,3
SKU_BRK_002,LOC_003,02-05-2022,95,5,90,7,143,22-04-2022,10
SKU_BRK_002,LOC_004,02-05-2022,135,18,117,7,52,17-04-2022,15
SKU_BRK_002,LOC_005,02-05-2022,119,9,110,7,142,08-04-2022,24
SKU_ENG_001,LOC_001,02-05-2022,170,14,156,39,120,22-04-2022,10
SKU_ENG_001,LOC_002,02-05-2022,320,19,301,39,288,28-04-2022,4
SKU_ENG_001,LOC_003,02-05-2022,215,27,188,39,241,20-04-2022,12
SKU_ENG_001,LOC_004,02-05-2022,86,10,76,39,121,18-04-2022,14
SKU_ENG_001,LOC_005,02-05-2022,179,10,169,39,172,03-04-2022,29
SKU_ENG_002,LOC_001,02-05-2022,134,19,115,26,177,07-04-2022,25
SKU_ENG_002,LOC_002,02-05-2022,103,11,92,26,156,01-05-2022,1
SKU_ENG_002,LOC_003,02-05-2022,99,5,94,26,269,08-04-2022,24
SKU_ENG_002,LOC_004,02-05-2022,112,15,97,26,116,04-04-2022,28
SKU_ENG_002,LOC_005,02-05-2022,148,7,141,26,261,29-04-2022,3
SKU_SUS_001,LOC_001,02-05-2022,120,6,114,5,144,02-04-2022,30
SKU_SUS_001,LOC_002,02-05-2022,150,8,142,5,62,03-04-2022,29
SKU_SUS_001,LOC_003,02-05-2022,105,6,99,5,137,03-04-2022,29
SKU_SUS_001,LOC_004,02-05-2022,136,12,124,5,75,22-04-2022,10
SKU_SUS_001,LOC_005,02-05-2022,119,7,112,5,79,24-04-2022,8
SKU_ELC_001,LOC_001,02-05-2022,32,2,30,25,176,01-05-2022,1
SKU_ELC_001,LOC_002,02-05-2022,26,2,24,25,117,23-04-2022,9
SKU_ELC_001,LOC_003,02-05-2022,107,6,101,25,213,30-04-2022,2
SKU_ELC_001,LOC_004,02-05-2022,92,9,83,25,278,19-04-2022,13
SKU_ELC_001,LOC_005,02-05-2022,166,19,147,25,113,12-04-2022,20
SKU_ELC_002,LOC_001,02-05-2022,84,6,78,24,201,20-04-2022,12
SKU_ELC_002,LOC_002,02-05-2022,89,10,79,24,185,07-04-2022,25
SKU_ELC_002,LOC_003,02-05-2022,46,5,41,24,134,30-04-2022,2
SKU_ELC_002,LOC_004,02-05-2022,91,8,83,24,242,03-04-2022,29
SKU_ELC_002,LOC_005,02-05-2022,141,21,120,24,252,06-04-2022,26
SKU_CLG_001,LOC_001,02-05-2022,202,23,179,20,103,28-04-2022,4
SKU_CLG_001,LOC_002,02-05-2022,46,5,41,20,294,19-04-2022,13
SKU_CLG_001,LOC_003,02-05-2022,75,7,68,20,144,17-04-2022,15
SKU_CLG_001,LOC_004,02-05-2022,164,19,145,20,196,24-04-2022,8
SKU_CLG_001,LOC_005,02-05-2022,159,10,149,20,208,06-04-2022,26
SKU_WPR_001,LOC_001,02-05-2022,58,4,54,16,283,16-04-2022,16
SKU_WPR_001,LOC_002,02-05-2022,44,6,38,16,232,16-04-2022,16
SKU_WPR_001,LOC_003,02-05-2022,116,15,101,16,293,26-04-2022,6
SKU_WPR_001,LOC_004,02-05-2022,141,9,132,16,148,18-04-2022,14
SKU_WPR_001,LOC_005,02-05-2022,184,17,167,16,198,15-04-2022,17
SKU_CLT_001,LOC_001,02-05-2022,142,18,124,3,106,11-04-2022,21
SKU_CLT_001,LOC_002,02-05-2022,124,11,113,3,117,28-04-2022,4
SKU_CLT_001,LOC_003,02-05-2022,164,10,154,3,98,05-04-2022,27
SKU_CLT_001,LOC_004,02-05-2022,122,17,105,3,139,16-04-2022,16
SKU_CLT_001,LOC_005,02-05-2022,89,6,83,3,75,25-04-2022,7
SKU_BRK_001,LOC_001,09-05-2022,31,4,27,26,144,12-04-2022,27
SKU_BRK_001,LOC_002,09-05-2022,12,0,12,26,209,03-05-2022,6
SKU_BRK_001,LOC_003,09-05-2022,107,13,94,26,108,03-05-2022,6
SKU_BRK_001,LOC_004,09-05-2022,93,10,83,26,267,19-04-2022,20
SKU_BRK_001,LOC_005,09-05-2022,201,22,179,26,258,22-04-2022,17
SKU_BRK_002,LOC_001,09-05-2022,79,9,70,7,101,04-05-2022,5
SKU_BRK_002,LOC_002,09-05-2022,125,18,107,7,141,25-04-2022,14
SKU_BRK_002,LOC_003,09-05-2022,91,6,85,7,82,17-04-2022,22
SKU_BRK_002,LOC_004,09-05-2022,117,8,109,7,129,24-04-2022,15
SKU_BRK_002,LOC_005,09-05-2022,88,8,80,7,61,08-05-2022,1
SKU_ENG_001,LOC_001,09-05-2022,138,12,126,39,127,12-04-2022,27
SKU_ENG_001,LOC_002,09-05-2022,319,28,291,39,116,08-05-2022,1
SKU_ENG_001,LOC_003,09-05-2022,187,16,171,39,266,16-04-2022,23
SKU_ENG_001,LOC_004,09-05-2022,55,4,51,39,141,30-04-2022,9
SKU_ENG_001,LOC_005,09-05-2022,147,13,134,39,101,06-05-2022,3
SKU_ENG_002,LOC_001,09-05-2022,130,12,118,26,209,29-04-2022,10
SKU_ENG_002,LOC_002,09-05-2022,84,11,73,26,288,08-05-2022,1
SKU_ENG_002,LOC_003,09-05-2022,102,12,90,26,257,29-04-2022,10
SKU_ENG_002,LOC_004,09-05-2022,111,10,101,26,271,19-04-2022,20
SKU_ENG_002,LOC_005,09-05-2022,149,8,141,26,269,23-04-2022,16
SKU_SUS_001,LOC_001,09-05-2022,150,20,130,5,98,25-04-2022,14
SKU_SUS_001,LOC_002,09-05-2022,158,22,136,5,123,20-04-2022,19
SKU_SUS_001,LOC_003,09-05-2022,89,11,78,5,107,26-04-2022,13
SKU_SUS_001,LOC_004,09-05-2022,133,10,123,5,95,22-04-2022,17
SKU_SUS_001,LOC_005,09-05-2022,114,6,108,5,93,26-04-2022,13
SKU_ELC_001,LOC_001,09-05-2022,265,31,234,25,137,19-04-2022,20
SKU_ELC_001,LOC_002,09-05-2022,21,2,19,25,176,23-04-2022,16
SKU_ELC_001,LOC_003,09-05-2022,104,10,94,25,116,19-04-2022,20
SKU_ELC_001,LOC_004,09-05-2022,89,5,84,25,167,12-04-2022,27
SKU_ELC_001,LOC_005,09-05-2022,146,11,135,25,178,16-04-2022,23
SKU_ELC_002,LOC_001,09-05-2022,95,10,85,24,149,04-05-2022,5
SKU_ELC_002,LOC_002,09-05-2022,69,8,61,24,280,16-04-2022,23
SKU_ELC_002,LOC_003,09-05-2022,64,7,57,24,235,10-04-2022,29
SKU_ELC_002,LOC_004,09-05-2022,111,12,99,24,138,16-04-2022,23
SKU_ELC_002,LOC_005,09-05-2022,159,19,140,24,256,19-04-2022,20
SKU_CLG_001,LOC_001,09-05-2022,231,26,205,20,269,21-04-2022,18
SKU_CLG_001,LOC_002,09-05-2022,62,4,58,20,274,01-05-2022,8
SKU_CLG_001,LOC_003,09-05-2022,56,4,52,20,161,04-05-2022,5
SKU_CLG_001,LOC_004,09-05-2022,126,17,109,20,290,24-04-2022,15
SKU_CLG_001,LOC_005,09-05-2022,153,15,138,20,263,30-04-2022,9
SKU_WPR_001,LOC_001,09-05-2022,72,5,67,16,110,18-04-2022,21
SKU_WPR_001,LOC_002,09-05-2022,51,3,48,16,297,20-04-2022,19
SKU_WPR_001,LOC_003,09-05-2022,107,11,96,16,152,22-04-2022,17
SKU_WPR_001,LOC_004,09-05-2022,131,19,112,16,285,26-04-2022,13
SKU_WPR_001,LOC_005,09-05-2022,169,20,149,16,103,20-04-2022,19
SKU_CLT_001,LOC_001,09-05-2022,133,19,114,3,93,24-04-2022,15
SKU_CLT_001,LOC_002,09-05-2022,108,11,97,3,79,27-04-2022,12
SKU_CLT_001,LOC_003,09-05-2022,138,20,118,3,116,10-04-2022,29
SKU_CLT_001,LOC_004,09-05-2022,133,12,121,3,110,27-04-2022,12
SKU_CLT_001,LOC_005,09-05-2022,86,6,80,3,84,23-04-2022,16
SKU_BRK_001,LOC_001,16-05-2022,250,22,228,26,186,15-05-2022,1
SKU_BRK_001,LOC_002,16-05-2022,279,38,241,26,142,17-04-2022,29
SKU_BRK_001,LOC_003,16-05-2022,97,8,89,26,167,30-04-2022,16
SKU_BRK_001,LOC_004,16-05-2022,62,5,57,26,209,02-05-2022,14
SKU_BRK_001,LOC_005,16-05-2022,202,21,181,26,201,30-04-2022,16
SKU_BRK_002,LOC_001,16-05-2022,94,9,85,7,149,24-04-2022,22
SKU_BRK_002,LOC_002,16-05-2022,103,13,90,7,128,26-04-2022,20
SKU_BRK_002,LOC_003,16-05-2022,77,4,73,7,122,18-04-2022,28
SKU_BRK_002,LOC_004,16-05-2022,120,9,111,7,83,23-04-2022,23
SKU_BRK_002,LOC_005,16-05-2022,93,9,84,7,142,01-05-2022,15
SKU_ENG_001,LOC_001,16-05-2022,132,16,116,39,253,24-04-2022,22
SKU_ENG_001,LOC_002,16-05-2022,301,18,283,39,165,23-04-2022,23
SKU_ENG_001,LOC_003,16-05-2022,162,20,142,39,200,21-04-2022,25
SKU_ENG_001,LOC_004,16-05-2022,65,3,62,39,247,07-05-2022,9
SKU_ENG_001,LOC_005,16-05-2022,140,13,127,39,292,07-05-2022,9
SKU_ENG_002,LOC_001,16-05-2022,110,6,104,26,263,30-04-2022,16
SKU_ENG_002,LOC_002,16-05-2022,98,14,84,26,288,14-05-2022,2
SKU_ENG_002,LOC_003,16-05-2022,94,11,83,26,206,12-05-2022,4
SKU_ENG_002,LOC_004,16-05-2022,110,12,98,26,296,17-04-2022,29
SKU_ENG_002,LOC_005,16-05-2022,170,11,159,26,108,24-04-2022,22
SKU_SUS_001,LOC_001,16-05-2022,145,13,132,5,128,13-05-2022,3
SKU_SUS_001,LOC_002,16-05-2022,148,10,138,5,100,22-04-2022,24
SKU_SUS_001,LOC_003,16-05-2022,88,5,83,5,75,03-05-2022,13
SKU_SUS_001,LOC_004,16-05-2022,124,15,109,5,59,03-05-2022,13
SKU_SUS_001,LOC_005,16-05-2022,106,9,97,5,70,07-05-2022,9
SKU_ELC_001,LOC_001,16-05-2022,254,20,234,25,192,02-05-2022,14
SKU_ELC_001,LOC_002,16-05-2022,264,16,248,25,173,11-05-2022,5
SKU_ELC_001,LOC_003,16-05-2022,95,14,81,25,255,03-05-2022,13
SKU_ELC_001,LOC_004,16-05-2022,69,5,64,25,258,20-04-2022,26
SKU_ELC_001,LOC_005,16-05-2022,157,18,139,25,106,25-04-2022,21
SKU_ELC_002,LOC_001,16-05-2022,68,8,60,24,247,13-05-2022,3
SKU_ELC_002,LOC_002,16-05-2022,77,11,66,24,106,11-05-2022,5
SKU_ELC_002,LOC_003,16-05-2022,70,7,63,24,153,26-04-2022,20
SKU_ELC_002,LOC_004,16-05-2022,90,6,84,24,174,29-04-2022,17
SKU_ELC_002,LOC_005,16-05-2022,156,15,141,24,181,19-04-2022,27
SKU_CLG_001,LOC_001,16-05-2022,217,20,197,20,258,05-05-2022,11
SKU_CLG_001,LOC_002,16-05-2022,54,5,49,20,286,06-05-2022,10
SKU_CLG_001,LOC_003,16-05-2022,48,6,42,20,266,19-04-2022,27
SKU_CLG_001,LOC_004,16-05-2022,132,7,125,20,162,28-04-2022,18
SKU_CLG_001,LOC_005,16-05-2022,139,8,131,20,150,14-05-2022,2
SKU_WPR_001,LOC_001,16-05-2022,47,2,45,16,195,14-05-2022,2
SKU_WPR_001,LOC_002,16-05-2022,45,3,42,16,154,25-04-2022,21
SKU_WPR_001,LOC_003,16-05-2022,95,11,84,16,197,02-05-2022,14
SKU_WPR_001,LOC_004,16-05-2022,135,15,120,16,166,21-04-2022,25
SKU_WPR_001,LOC_005,16-05-2022,151,21,130,16,174,07-05-2022,9
SKU_CLT_001,LOC_001,16-05-2022,146,18,128,3,135,08-05-2022,8
SKU_CLT_001,LOC_002,16-05-2022,99,13,86,3,85,06-05-2022,10
SKU_CLT_001,LOC_003,16-05-2022,132,6,126,3,66,02-05-2022,14
SKU_CLT_001,LOC_004,16-05-2022,110,11,99,3,71,29-04-2022,17
SKU_CLT_001,LOC_005,16-05-2022,105,5,100,3,148,09-05-2022,7
SKU_BRK_001,LOC_001,23-05-2022,254,18,236,26,225,09-05-2022,14
SKU_BRK_001,LOC_002,23-05-2022,255,28,227,26,276,12-05-2022,11
SKU_BRK_001,LOC_003,23-05-2022,85,7,78,26,248,01-05-2022,22
SKU_BRK_001,LOC_004,23-05-2022,56,4,52,26,297,05-05-2022,18
SKU_BRK_001,LOC_005,23-05-2022,170,9,161,26,147,29-04-2022,24
SKU_BRK_002,LOC_001,23-05-2022,84,7,77,7,85,21-05-2022,2
SKU_BRK_002,LOC_002,23-05-2022,116,11,105,7,124,18-05-2022,5
SKU_BRK_002,LOC_003,23-05-2022,75,10,65,7,120,20-05-2022,3
SKU_BRK_002,LOC_004,23-05-2022,110,16,94,7,144,09-05-2022,14
SKU_BRK_002,LOC_005,23-05-2022,126,15,111,7,63,15-05-2022,8
SKU_ENG_001,LOC_001,23-05-2022,155,16,139,39,149,06-05-2022,17
SKU_ENG_001,LOC_002,23-05-2022,288,39,249,39,273,01-05-2022,22
SKU_ENG_001,LOC_003,23-05-2022,190,24,166,39,237,05-05-2022,18
SKU_ENG_001,LOC_004,23-05-2022,88,11,77,39,292,22-05-2022,1
SKU_ENG_001,LOC_005,23-05-2022,169,24,145,39,196,15-05-2022,8
SKU_ENG_002,LOC_001,23-05-2022,114,10,104,26,126,12-05-2022,11
SKU_ENG_002,LOC_002,23-05-2022,103,7,96,26,209,22-05-2022,1
SKU_ENG_002,LOC_003,23-05-2022,85,10,75,26,117,19-05-2022,4
SKU_ENG_002,LOC_004,23-05-2022,108,15,93,26,145,03-05-2022,20
SKU_ENG_002,LOC_005,23-05-2022,158,12,146,26,202,29-04-2022,24
SKU_SUS_001,LOC_001,23-05-2022,124,13,111,5,78,27-04-2022,26
SKU_SUS_001,LOC_002,23-05-2022,161,21,140,5,90,02-05-2022,21
SKU_SUS_001,LOC_003,23-05-2022,89,9,80,5,63,08-05-2022,15
SKU_SUS_001,LOC_004,23-05-2022,143,13,130,5,113,11-05-2022,12
SKU_SUS_001,LOC_005,23-05-2022,127,10,117,5,138,12-05-2022,11
SKU_ELC_001,LOC_001,23-05-2022,223,17,206,25,187,14-05-2022,9
SKU_ELC_001,LOC_002,23-05-2022,236,18,218,25,119,25-04-2022,28
SKU_ELC_001,LOC_003,23-05-2022,88,5,83,25,219,30-04-2022,23
SKU_ELC_001,LOC_004,23-05-2022,81,6,75,25,277,10-05-2022,13
SKU_ELC_001,LOC_005,23-05-2022,175,24,151,25,103,05-05-2022,18
SKU_ELC_002,LOC_001,23-05-2022,60,7,53,24,164,30-04-2022,23
SKU_ELC_002,LOC_002,23-05-2022,62,5,57,24,233,13-05-2022,10
SKU_ELC_002,LOC_003,23-05-2022,62,6,56,24,263,06-05-2022,17
SKU_ELC_002,LOC_004,23-05-2022,76,10,66,24,223,30-04-2022,23
SKU_ELC_002,LOC_005,23-05-2022,133,17,116,24,288,02-05-2022,21
SKU_CLG_001,LOC_001,23-05-2022,192,26,166,20,152,05-05-2022,18
SKU_CLG_001,LOC_002,23-05-2022,55,2,53,20,103,07-05-2022,16
SKU_CLG_001,LOC_003,23-05-2022,49,4,45,20,272,07-05-2022,16
SKU_CLG_001,LOC_004,23-05-2022,123,15,108,20,204,27-04-2022,26
SKU_CLG_001,LOC_005,23-05-2022,162,10,152,20,197,24-04-2022,29
SKU_WPR_001,LOC_001,23-05-2022,69,5,64,16,263,21-05-2022,2
SKU_WPR_001,LOC_002,23-05-2022,27,1,26,16,233,24-04-2022,29
SKU_WPR_001,LOC_003,23-05-2022,83,6,77,16,179,26-04-2022,27
SKU_WPR_001,LOC_004,23-05-2022,146,17,129,16,171,11-05-2022,12
SKU_WPR_001,LOC_005,23-05-2022,180,17,163,16,158,04-05-2022,19
SKU_CLT_001,LOC_001,23-05-2022,142,7,135,3,63,06-05-2022,17
SKU_CLT_001,LOC_002,23-05-2022,90,7,83,3,131,15-05-2022,8
SKU_CLT_001,LOC_003,23-05-2022,157,18,139,3,105,05-05-2022,18
SKU_CLT_001,LOC_004,23-05-2022,135,13,122,3,59,13-05-2022,10
SKU_CLT_001,LOC_005,23-05-2022,109,9,100,3,92,09-05-2022,14
SKU_BRK_001,LOC_001,30-05-2022,239,19,220,26,147,13-05-2022,17
SKU_BRK_001,LOC_002,30-05-2022,249,25,224,26,246,11-05-2022,19
SKU_BRK_001,LOC_003,30-05-2022,91,9,82,26,113,19-05-2022,11
SKU_BRK_001,LOC_004,30-05-2022,79,8,71,26,205,22-05-2022,8
SKU_BRK_001,LOC_005,30-05-2022,180,21,159,26,130,11-05-2022,19
SKU_BRK_002,LOC_001,30-05-2022,98,13,85,7,61,22-05-2022,8
SKU_BRK_002,LOC_002,30-05-2022,96,10,86,7,53,10-05-2022,20
SKU_BRK_002,LOC_003,30-05-2022,97,12,85,7,95,16-05-2022,14
SKU_BRK_002,LOC_004,30-05-2022,86,6,80,7,84,29-05-2022,1
SKU_BRK_002,LOC_005,30-05-2022,109,5,104,7,136,10-05-2022,20
SKU_ENG_001,LOC_001,30-05-2022,127,14,113,39,198,18-05-2022,12
SKU_ENG_001,LOC_002,30-05-2022,304,39,265,39,182,01-05-2022,29
SKU_ENG_001,LOC_003,30-05-2022,163,8,155,39,135,05-05-2022,25
SKU_ENG_001,LOC_004,30-05-2022,64,4,60,39,225,21-05-2022,9
SKU_ENG_001,LOC_005,30-05-2022,155,22,133,39,182,06-05-2022,24
SKU_ENG_002,LOC_001,30-05-2022,115,7,108,26,197,30-04-2022,30
SKU_ENG_002,LOC_002,30-05-2022,105,7,98,26,206,19-05-2022,11
SKU_ENG_002,LOC_003,30-05-2022,91,13,78,26,102,19-05-2022,11
SKU_ENG_002,LOC_004,30-05-2022,110,8,102,26,141,29-05-2022,1
SKU_ENG_002,LOC_005,30-05-2022,177,22,155,26,269,26-05-2022,4
SKU_SUS_001,LOC_001,30-05-2022,145,19,126,5,125,02-05-2022,28
SKU_SUS_001,LOC_002,30-05-2022,140,9,131,5,77,20-05-2022,10
SKU_SUS_001,LOC_003,30-05-2022,87,11,76,5,59,15-05-2022,15
SKU_SUS_001,LOC_004,30-05-2022,144,21,123,5,81,16-05-2022,14
SKU_SUS_001,LOC_005,30-05-2022,122,11,111,5,64,19-05-2022,11
SKU_ELC_001,LOC_001,30-05-2022,212,13,199,25,166,07-05-2022,23
SKU_ELC_001,LOC_002,30-05-2022,218,11,207,25,266,30-04-2022,30
SKU_ELC_001,LOC_003,30-05-2022,109,12,97,25,156,08-05-2022,22
SKU_ELC_001,LOC_004,30-05-2022,58,5,53,25,119,07-05-2022,23
SKU_ELC_001,LOC_005,30-05-2022,168,21,147,25,289,18-05-2022,12
SKU_ELC_002,LOC_001,30-05-2022,73,10,63,24,127,06-05-2022,24
SKU_ELC_002,LOC_002,30-05-2022,82,11,71,24,297,18-05-2022,12
SKU_ELC_002,LOC_003,30-05-2022,48,3,45,24,209,13-05-2022,17
SKU_ELC_002,LOC_004,30-05-2022,86,12,74,24,162,09-05-2022,21
SKU_ELC_002,LOC_005,30-05-2022,125,13,112,24,152,07-05-2022,23
SKU_CLG_001,LOC_001,30-05-2022,200,20,180,20,177,28-05-2022,2
SKU_CLG_001,LOC_002,30-05-2022,51,4,47,20,218,19-05-2022,11
SKU_CLG_001,LOC_003,30-05-2022,56,4,52,20,181,03-05-2022,27
SKU_CLG_001,LOC_004,30-05-2022,118,17,101,20,224,01-05-2022,29
SKU_CLG_001,LOC_005,30-05-2022,140,18,122,20,137,12-05-2022,18
SKU_WPR_001,LOC_001,30-05-2022,51,3,48,16,111,14-05-2022,16
SKU_WPR_001,LOC_002,30-05-2022,308,38,270,16,214,29-05-2022,1
SKU_WPR_001,LOC_003,30-05-2022,78,4,74,16,180,14-05-2022,16
SKU_WPR_001,LOC_004,30-05-2022,131,12,119,16,197,03-05-2022,27
SKU_WPR_001,LOC_005,30-05-2022,161,15,146,16,224,03-05-2022,27
SKU_CLT_001,LOC_001,30-05-2022,114,15,99,3,59,16-05-2022,14
SKU_CLT_001,LOC_002,30-05-2022,114,10,104,3,145,15-05-2022,15
SKU_CLT_001,LOC_003,30-05-2022,159,19,140,3,89,23-05-2022,7
SKU_CLT_001,LOC_004,30-05-2022,105,14,91,3,145,27-05-2022,3
SKU_CLT_001,LOC_005,30-05-2022,115,8,107,3,132,08-05-2022,22
SKU_BRK_001,LOC_001,06-06-2022,233,14,219,26,234,03-06-2022,3
SKU_BRK_001,LOC_002,06-06-2022,273,23,250,26,120,29-05-2022,8
SKU_BRK_001,LOC_003,06-06-2022,85,11,74,26,197,10-05-2022,27
SKU_BRK_001,LOC_004,06-06-2022,56,5,51,26,142,26-05-2022,11
SKU_BRK_001,LOC_005,06-06-2022,176,15,161,26,196,30-05-2022,7
SKU_BRK_002,LOC_001,06-06-2022,58,6,52,7,96,11-05-2022,26
SKU_BRK_002,LOC_002,06-06-2022,109,7,102,7,94,20-05-2022,17
SKU_BRK_002,LOC_003,06-06-2022,96,6,90,7,129,22-05-2022,15
SKU_BRK_002,LOC_004,06-06-2022,110,13,97,7,76,05-06-2022,1
SKU_BRK_002,LOC_005,06-06-2022,147,19,128,7,99,22-05-2022,15
SKU_ENG_001,LOC_001,06-06-2022,116,15,101,39,277,10-05-2022,27
SKU_ENG_001,LOC_002,06-06-2022,298,28,270,39,119,13-05-2022,24
SKU_ENG_001,LOC_003,06-06-2022,153,13,140,39,111,03-06-2022,3
SKU_ENG_001,LOC_004,06-06-2022,46,4,42,39,230,02-06-2022,4
SKU_ENG_001,LOC_005,06-06-2022,157,20,137,39,227,13-05-2022,24
SKU_ENG_002,LOC_001,06-06-2022,99,8,91,26,106,31-05-2022,6
SKU_ENG_002,LOC_002,06-06-2022,92,6,86,26,281,10-05-2022,27
SKU_ENG_002,LOC_003,06-06-2022,79,11,68,26,228,02-06-2022,4
SKU_ENG_002,LOC_004,06-06-2022,92,8,84,26,241,24-05-2022,13
SKU_ENG_002,LOC_005,06-06-2022,154,17,137,26,233,14-05-2022,23
SKU_SUS_001,LOC_001,06-06-2022,149,12,137,5,89,20-05-2022,17
SKU_SUS_001,LOC_002,06-06-2022,143,17,126,5,149,29-05-2022,8
SKU_SUS_001,LOC_003,06-06-2022,104,12,92,5,71,30-05-2022,7
SKU_SUS_001,LOC_004,06-06-2022,135,15,120,5,56,26-05-2022,11
SKU_SUS_001,LOC_005,06-06-2022,109,9,100,5,147,13-05-2022,24
SKU_ELC_001,LOC_001,06-06-2022,198,26,172,25,248,22-05-2022,15
SKU_ELC_001,LOC_002,06-06-2022,252,13,239,25,221,08-05-2022,29
SKU_ELC_001,LOC_003,06-06-2022,99,14,85,25,105,11-05-2022,26
SKU_ELC_001,LOC_004,06-06-2022,79,5,74,25,225,15-05-2022,22
SKU_ELC_001,LOC_005,06-06-2022,157,13,144,25,119,31-05-2022,6
SKU_ELC_002,LOC_001,06-06-2022,54,3,51,24,226,18-05-2022,19
SKU_ELC_002,LOC_002,06-06-2022,56,6,50,24,253,27-05-2022,10
SKU_ELC_002,LOC_003,06-06-2022,53,6,47,24,163,28-05-2022,9
SKU_ELC_002,LOC_004,06-06-2022,84,10,74,24,284,19-05-2022,18
SKU_ELC_002,LOC_005,06-06-2022,146,8,138,24,251,23-05-2022,14
SKU_CLG_001,LOC_001,06-06-2022,175,16,159,20,128,23-05-2022,14
SKU_CLG_001,LOC_002,06-06-2022,16,2,14,20,182,10-05-2022,27
SKU_CLG_001,LOC_003,06-06-2022,68,3,65,20,169,28-05-2022,9
SKU_CLG_001,LOC_004,06-06-2022,126,18,108,20,137,13-05-2022,24
SKU_CLG_001,LOC_005,06-06-2022,144,20,124,20,240,29-05-2022,8
SKU_WPR_001,LOC_001,06-06-2022,17,1,16,16,194,27-05-2022,10
SKU_WPR_001,LOC_002,06-06-2022,308,42,266,16,279,01-06-2022,5
SKU_WPR_001,LOC_003,06-06-2022,80,5,75,16,285,22-05-2022,15
SKU_WPR_001,LOC_004,06-06-2022,110,10,100,16,296,24-05-2022,13
SKU_WPR_001,LOC_005,06-06-2022,173,15,158,16,236,23-05-2022,14
SKU_CLT_001,LOC_001,06-06-2022,115,9,106,3,57,04-06-2022,2
SKU_CLT_001,LOC_002,06-06-2022,102,6,96,3,144,27-05-2022,10
SKU_CLT_001,LOC_003,06-06-2022,125,15,110,3,66,08-05-2022,29
SKU_CLT_001,LOC_004,06-06-2022,108,15,93,3,111,30-05-2022,7
SKU_CLT_001,LOC_005,06-06-2022,105,5,100,3,56,07-05-2022,30
SKU_BRK_001,LOC_001,13-06-2022,218,13,205,26,143,28-05-2022,16
SKU_BRK_001,LOC_002,13-06-2022,254,13,241,26,289,18-05-2022,26
SKU_BRK_001,LOC_003,13-06-2022,54,6,48,26,116,31-05-2022,13
SKU_BRK_001,LOC_004,13-06-2022,54,4,50,26,183,20-05-2022,24
SKU_BRK_001,LOC_005,13-06-2022,172,12,160,26,100,22-05-2022,22
SKU_BRK_002,LOC_001,13-06-2022,89,4,85,7,104,04-06-2022,9
SKU_BRK_002,LOC_002,13-06-2022,100,13,87,7,55,19-05-2022,25
SKU_BRK_002,LOC_003,13-06-2022,94,10,84,7,138,14-05-2022,30
